complaint_id,description,violation_category
C07360,As stated in the complaint nag-aaway sa computer lab. (indecency in media),Indecency in Media
C07361,nagreport si teacher na nakipagsuntukan sa canteen. (bullying faculty members),Bullying Faculty Members
C07362,sinabihan ako na sumisigaw sa classroom. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C07363,nagreport si teacher na nangopya sa gym. (consistent violation of rules),Consistent Violation of Rules
C07364,nahuli siya na nakipagsuntukan sa library. (grave threats),Grave Threats
C07365,It was reported that naglagay ng sticker sa ID sa hallway. (public display of affection),Public Display of Affection
C07366,According to CCTV footage nagpost ng bastos na picture sa computer lab. (using gadgets without permission),Using Gadgets Without Permission
C07367,As stated in the complaint nagyoyosi sa hallway. (falsification of documents),Falsification of Documents
C07368,caught siya na sumisigaw malapit sa gate. (insubordination to authorities),Insubordination to Authorities
C07369,As stated in the complaint nang-insulto ng teacher malapit sa gate. (forging signatures),Forging Signatures
C07370,The student was observed nakipagsuntukan sa classroom. (failure to comply with investigation),Failure to Comply with Investigation
C07371,The student was observed sumisigaw sa canteen. (drug pushing),Drug Pushing
C07372,nagreport si teacher na naglagay ng sticker sa ID sa library. (using another person’s identity),Using Another Person’s Identity
C07373,caught siya na naglagay ng sticker sa ID sa classroom. (unauthorized use of information),Unauthorized Use of Information
C07374,According to CCTV footage uminom ng alak sa canteen. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C07375,sinabihan ako na nangopya sa canteen. (not attending school activities),Not Attending School Activities
C07376,may nagsumbong na nagdala ng cellphone kahit bawal sa canteen. (failure to comply with investigation),Failure to Comply with Investigation
C07377,The student was observed naka improper uniform sa hallway. (wearing ripped or revealing clothes),Wearing Ripped or Revealing Clothes
C07378,may nagsumbong na nagche-cheat sa exam malapit sa gate. (unauthorized access to school computer),Unauthorized Access to School Computer
C07379,As stated in the complaint nagche-cheat sa exam sa hallway. (bullying students physically),Bullying Students Physically
C07380,As stated in the complaint nagdala ng cellphone kahit bawal sa gym. (spreading gossip online),Spreading Gossip Online
C07381,nahuli siya na uminom ng alak sa gym. (wearing ripped or revealing clothes),Wearing Ripped or Revealing Clothes
C07382,Based on teacher's report nagpost ng bastos na picture sa classroom. (spreading gossip online),Spreading Gossip Online
C07383,According to CCTV footage nag-aaway sa library. (wearing school uniform improperly),Wearing School Uniform Improperly
C07384,As stated in the complaint nagche-cheat sa exam sa library. (engaging in trouble outside campus),Engaging in Trouble Outside Campus
C07385,nakita ko na nagpost ng bastos na picture sa computer lab. (wearing ripped or revealing clothes),Wearing Ripped or Revealing Clothes
C07386,As stated in the complaint nagpost ng bastos na picture sa library. (assault fellow students),Assault Fellow Students
C07387,According to CCTV footage naka improper uniform sa canteen. (leaving classroom without permission),Leaving Classroom Without Permission
C07388,sinabihan ako na sumisigaw sa hallway. (possession or use of weapons or drugs),Possession or Use of Weapons or Drugs
C07389,As stated in the complaint nakipagsuntukan sa gym. (verbal or physical altercation),Verbal or Physical Altercation
C07390,nahuli siya na nang-insulto ng teacher sa library. (assault fellow students),Assault Fellow Students
C07391,may nagsumbong na nagche-cheat sa exam sa library. (shoplifting),Shoplifting
C07392,The student was caught naka improper uniform sa computer lab. (lack of respect to faculty),Lack of Respect to Faculty
C07393,nakita ko na nagpost ng bastos na picture sa hallway. (falsification of documents),Falsification of Documents
C07394,nahuli siya na naka improper uniform sa library. (leaving classroom without permission),Leaving Classroom Without Permission
C07395,nakita ko na walang suot na ID sa canteen. (gambling or betting),Gambling or Betting
C07396,nakita ko na nangopya sa classroom. (organizing destructive groups),Organizing Destructive Groups
C07397,caught siya na nakipagsuntukan sa library. (participating in indecent conduct),Participating in Indecent Conduct
C07398,It was reported that naglagay ng sticker sa ID sa canteen. (lending/borrowing another person’s id),Lending/Borrowing Another Person’s ID
C07399,Based on teacher's report nangopya sa library. (participating in indecent conduct),Participating in Indecent Conduct
C07400,The student was observed nangopya sa computer lab. (using another person’s identity),Using Another Person’s Identity
C07401,Based on teacher's report nag-aaway sa gym. (use of foul language),Use of Foul Language
C07402,Based on teacher's report nag-aaway malapit sa gate. (insubordination to authorities),Insubordination to Authorities
C07403,As stated in the complaint nagyoyosi sa gym. (stealing school or student property),Stealing School or Student Property
C07404,sinabihan ako na nag-aaway sa computer lab. (possession or use of weapons or drugs),Possession or Use of Weapons or Drugs
C07405,nakita ko na naglagay ng sticker sa ID sa gym. (organizing destructive groups),Organizing Destructive Groups
C07406,caught siya na nang-insulto ng teacher sa library. (shouting or making noise in public areas),Shouting or Making Noise in Public Areas
C07407,caught siya na nagdala ng cellphone kahit bawal sa hallway. (indecency in media),Indecency in Media
C07408,may nagsumbong na nagdala ng cellphone kahit bawal sa hallway. (falsification of documents),Falsification of Documents
C07409,The student was observed uminom ng alak sa canteen. (wearing scarves or caps),Wearing Scarves or Caps
C07410,Based on teacher's report nagpost ng bastos na picture sa hallway. (bringing dishonor to school),Bringing Dishonor to School
C07411,It was reported that nang-insulto ng teacher sa gym. (lack of respect to faculty),Lack of Respect to Faculty
C07412,nakita ko na nagche-cheat sa exam sa computer lab. (shoplifting),Shoplifting
C07413,The student was caught uminom ng alak sa computer lab. (colored nail polish),Colored Nail Polish
C07414,According to CCTV footage nagdala ng cellphone kahit bawal sa canteen. (public display of affection),Public Display of Affection
C07415,nagreport si teacher na nakipagsuntukan sa computer lab. (inciting others to break rules),Inciting Others to Break Rules
C07416,nagreport si teacher na nagpost ng bastos na picture sa classroom. (wearing scarves or caps),Wearing Scarves or Caps
C07417,caught siya na nang-insulto ng teacher sa classroom. (inciting others to break rules),Inciting Others to Break Rules
C07418,nakita ko na uminom ng alak sa canteen. (smoking or drinking alcohol on campus),Smoking or Drinking Alcohol on Campus
C07419,nahuli siya na nangopya sa canteen. (participating in indecent conduct),Participating in Indecent Conduct
C07420,Based on teacher's report nagdala ng cellphone kahit bawal sa canteen. (wearing heavy make-up),Wearing Heavy Make-up
C07421,sinabihan ako na nang-insulto ng teacher sa computer lab. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C07422,According to CCTV footage nang-insulto ng teacher sa hallway. (lack of respect to faculty),Lack of Respect to Faculty
C07423,sinabihan ako na nakipagsuntukan malapit sa gate. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C07424,nagreport si teacher na nagpost ng bastos na picture sa canteen. (lending/borrowing another person’s id),Lending/Borrowing Another Person’s ID
C07425,nakita ko na uminom ng alak sa computer lab. (bullying faculty members),Bullying Faculty Members
C07426,The student was caught naka improper uniform malapit sa gate. (possession or use of weapons or drugs),Possession or Use of Weapons or Drugs
C07427,may nagsumbong na nagdala ng cellphone kahit bawal sa hallway. (bringing dishonor to school),Bringing Dishonor to School
C07428,nahuli siya na nagyoyosi sa computer lab. (verbal or physical altercation),Verbal or Physical Altercation
C07429,According to CCTV footage nakipagsuntukan sa hallway. (unexcused tardiness/absence from class),Unexcused Tardiness/Absence From Class
C07430,nagreport si teacher na nangopya sa classroom. (verbal or physical altercation),Verbal or Physical Altercation
C07431,It was reported that nakipagsuntukan sa library. (bullying students physically),Bullying Students Physically
C07432,nahuli siya na naglagay ng sticker sa ID sa library. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C07433,nagreport si teacher na nang-insulto ng teacher sa classroom. (public display of affection),Public Display of Affection
C07434,nakita ko na nagdala ng cellphone kahit bawal sa computer lab. (colored or dyed hair/beard),Colored or Dyed Hair/Beard
C07435,As stated in the complaint nang-insulto ng teacher sa hallway. (viewing pornographic sites),Viewing Pornographic Sites
C07436,According to CCTV footage nagche-cheat sa exam sa canteen. (bullying students physically),Bullying Students Physically
C07437,The student was caught nang-insulto ng teacher sa library. (conviction for criminal offense),Conviction for Criminal Offense
C07438,may nagsumbong na uminom ng alak sa gym. (wearing heavy make-up),Wearing Heavy Make-up
C07439,may nagsumbong na naka improper uniform sa computer lab. (direct assault on authority),Direct Assault on Authority
C07440,nahuli siya na nag-aaway sa classroom. (not following prescribed haircut),Not Following Prescribed Haircut
C07441,caught siya na nagpost ng bastos na picture sa gym. (public display of affection),Public Display of Affection
C07442,nagreport si teacher na walang suot na ID sa gym. (indecent attire),Indecent Attire
C07443,nagreport si teacher na nagdala ng cellphone kahit bawal sa canteen. (participating in indecent conduct),Participating in Indecent Conduct
C07444,nakita ko na naka improper uniform sa canteen. (lending/borrowing another person’s id),Lending/Borrowing Another Person’s ID
C07445,Based on teacher's report nag-aaway sa canteen. (shouting or making noise in public areas),Shouting or Making Noise in Public Areas
