frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,next_repeated_violation
5,2,3,1,9,1,15,0.778,0.312,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,2,7,0,23,0,4,0.478,0.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
15,0,5,0,10,1,13,0.5,1.071,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,2,5,1,27,1,10,0.333,0.455,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,2,5,2,26,0,9,0.346,1.6,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,2,2,2,24,1,3,0.25,3.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
19,3,6,1,30,0,6,0.4,2.714,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
8,1,5,0,10,0,0,0.7,8.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,4,3,1,27,1,9,0.407,0.3,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,4,0,1,19,1,3,0.421,3.0,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
12,2,6,2,15,1,7,0.667,1.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
16,5,3,0,28,0,2,0.464,5.333,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
14,5,4,2,23,1,4,0.609,2.8,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
10,1,4,2,18,1,5,0.333,1.667,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
5,2,5,0,17,1,6,0.529,0.714,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
7,3,8,0,7,0,10,2.0,0.636,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
3,3,3,0,10,0,15,0.9,0.188,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,5,1,0,7,1,13,1.571,0.071,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,0,5,2,27,0,13,0.185,0.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,5,5,1,23,0,6,0.652,2.857,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,4,1,2,4,1,12,2.25,0.231,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,4,5,0,3,0,5,4.333,1.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,5,3,0,27,1,1,0.481,6.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,4,0,0,30,0,6,0.267,2.286,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,3,4,1,8,0,15,1.25,0.062,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,5,0,0,14,1,14,0.714,1.267,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,1,7,1,21,1,12,0.429,0.769,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,1,8,2,27,1,15,0.37,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,3,5,1,26,0,11,0.423,0.917,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,2,8,1,16,1,3,0.75,1.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
13,0,2,1,26,1,13,0.077,0.929,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,1,3,0,19,1,1,0.263,6.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,2,3,0,12,1,12,0.583,0.692,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,5,6,1,26,1,14,0.615,0.067,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,3,7,1,18,0,15,0.722,0.625,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,5,1,0,19,0,8,0.579,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,4,1,0,24,1,0,0.375,19.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,1,1,2,22,0,8,0.136,2.222,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,1,3,2,23,0,14,0.217,0.067,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,3,5,1,18,1,12,0.611,0.231,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,4,3,2,19,0,3,0.579,5.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,0,6,0,26,0,4,0.231,0.6,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,3,3,1,12,0,9,0.75,0.3,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
8,4,5,0,22,0,12,0.591,0.615,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,5,5,0,9,0,10,1.667,1.091,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,2,5,0,27,1,15,0.333,1.125,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,1,0,0,4,0,1,0.5,8.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,2,4,0,11,1,5,0.727,3.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,0,1,2,7,0,7,0.143,1.875,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,3,5,1,26,1,9,0.423,1.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,1,3,0,5,1,6,1.0,0.571,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,0,7,1,26,0,12,0.269,0.077,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,5,3,0,5,0,5,2.6,1.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,3,6,0,27,1,3,0.444,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,4,1,0,5,0,1,1.8,2.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,4,0,0,16,1,6,0.5,1.714,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,5,8,0,30,1,6,0.6,2.429,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,3,0,0,17,0,1,0.353,9.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,0,7,1,8,1,15,0.875,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,1,1,2,8,1,4,0.375,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,5,5,0,14,1,12,1.071,0.462,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,2,1,0,9,1,0,0.556,6.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,0,2,2,17,0,8,0.118,1.778,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,4,5,0,22,1,8,0.591,2.111,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,0,4,1,17,0,5,0.235,1.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,3,6,2,29,1,0,0.414,12.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,2,3,0,27,0,14,0.259,0.267,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,3,8,2,27,1,13,0.519,0.071,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,0,3,1,15,0,8,0.2,1.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,2,3,1,22,0,1,0.318,3.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,5,1,0,17,1,3,0.647,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,3,7,1,30,1,4,0.433,3.2,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,3,6,2,12,1,2,1.0,3.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,4,2,1,22,1,6,0.455,2.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,3,4,0,8,0,4,1.25,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,1,6,0,23,1,14,0.348,1.267,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,0,4,0,20,1,1,0.2,8.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,0,3,2,8,1,12,0.375,0.769,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,2,0,0,3,1,15,1.333,0.312,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,4,8,0,22,0,0,0.727,9.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,3,3,2,22,1,4,0.409,3.4,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,3,6,2,14,1,7,0.857,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,4,0,2,21,0,9,0.381,0.2,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,4,6,0,29,0,14,0.483,0.267,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,3,6,0,14,0,12,0.857,0.077,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,0,7,2,4,0,6,1.75,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,5,7,2,19,1,6,0.895,0.571,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,3,1,0,30,1,1,0.233,7.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
8,3,5,1,30,1,14,0.367,0.533,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,0,5,1,11,0,12,0.455,0.385,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,3,8,1,13,1,2,1.077,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,3,6,2,6,0,3,2.0,5.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,0,2,1,25,0,2,0.08,4.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,5,6,0,3,0,14,5.333,0.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,2,3,2,18,0,13,0.389,1.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,2,3,2,10,1,13,0.7,0.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,0,0,1,5,0,9,0.0,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,3,4,2,26,1,9,0.385,0.9,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,5,4,1,19,0,12,0.737,1.077,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,2,4,2,11,1,1,0.727,1.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,0,4,2,26,0,0,0.154,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,2,5,2,26,0,6,0.346,1.286,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,0,5,1,18,0,8,0.278,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,3,8,0,16,0,8,0.875,0.111,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,2,7,1,12,1,5,0.917,2.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,3,8,2,20,0,9,0.7,1.8,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,3,2,2,3,1,11,2.667,1.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,0,0,0,6,1,7,0.0,1.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,5,7,0,7,0,4,2.429,3.8,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,1,2,1,6,0,13,0.667,1.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,2,5,1,28,0,15,0.321,0.438,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,1,6,2,28,0,1,0.286,5.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,1,2,0,17,1,12,0.235,1.385,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,2,8,1,30,0,15,0.4,0.25,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
8,2,4,2,11,0,11,0.727,0.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,4,8,0,3,0,9,5.333,1.8,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,4,0,1,3,0,0,2.667,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,1,4,0,11,0,8,0.545,0.556,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,3,4,1,24,0,13,0.417,0.714,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,2,3,0,10,1,13,0.7,1.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,2,6,2,24,1,12,0.417,0.769,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,2,4,2,28,1,0,0.286,14.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,0,2,1,27,0,3,0.074,4.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,2,6,0,13,1,15,0.769,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,1,7,1,28,0,12,0.321,0.462,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,1,6,0,15,0,11,0.533,0.917,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,1,2,1,17,0,3,0.235,2.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,5,0,1,23,0,5,0.435,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,2,5,1,13,1,0,0.692,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,3,1,1,30,0,7,0.233,2.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,1,7,2,11,0,13,0.818,0.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,4,7,1,13,1,10,1.154,1.364,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,5,1,2,7,1,11,1.571,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,3,6,2,28,1,13,0.429,1.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,0,6,0,6,0,13,1.0,0.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,2,7,0,6,1,6,1.833,2.714,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,4,3,0,12,0,2,0.917,6.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,3,0,2,13,1,13,0.462,1.214,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,0,5,2,29,1,14,0.172,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,1,8,1,21,1,0,0.476,4.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,2,2,2,23,0,14,0.261,1.133,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,2,3,0,20,0,9,0.35,1.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,1,1,2,17,0,11,0.176,1.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,3,2,2,8,1,6,1.0,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,5,8,0,28,0,10,0.643,1.364,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,0,6,0,3,1,4,2.0,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,3,0,1,19,1,12,0.316,1.385,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
8,3,0,0,17,0,11,0.353,0.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,4,4,1,24,1,9,0.5,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,1,6,2,21,0,3,0.381,1.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,3,2,2,30,1,2,0.267,3.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,0,7,0,7,1,8,1.0,0.667,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,0,4,2,11,1,8,0.364,0.444,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,2,8,0,28,0,15,0.429,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,3,1,1,8,0,2,0.875,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,3,3,2,14,1,9,0.643,1.2,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,0,8,0,27,1,14,0.296,0.933,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,1,3,2,18,0,3,0.278,2.25,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,4,1,0,30,1,0,0.3,18.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,4,3,0,9,1,8,1.222,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,2,3,0,22,1,15,0.318,0.438,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,1,4,2,3,0,3,2.0,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,3,8,1,24,1,0,0.583,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,3,4,0,6,0,13,1.667,1.143,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,3,5,0,3,1,14,3.667,1.067,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,5,4,0,22,0,5,0.636,2.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,4,1,2,21,1,11,0.429,1.25,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,0,6,1,4,0,10,1.5,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,3,3,2,23,0,15,0.391,1.125,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
18,0,8,2,18,0,3,0.444,4.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,0,4,0,7,1,2,0.571,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,0,3,1,20,1,12,0.15,0.077,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
9,4,1,1,26,1,11,0.346,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
13,0,5,1,21,0,4,0.238,2.6,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,0,0,2,28,0,10,0.0,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
13,3,0,2,15,1,6,0.4,1.857,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
20,5,3,2,28,1,4,0.464,4.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
13,0,6,0,8,1,1,0.75,6.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,4,0,0,20,1,8,0.4,0.556,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,3,2,2,11,1,5,0.727,2.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,2,8,2,19,1,6,0.632,0.286,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,0,8,1,11,1,5,0.727,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,5,6,2,21,0,6,0.762,1.571,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
7,2,3,1,6,1,13,1.167,0.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
4,5,7,1,25,0,15,0.68,0.25,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,2,7,0,10,0,6,1.1,0.714,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
13,4,5,1,7,0,5,1.857,2.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
14,1,3,0,25,0,3,0.2,3.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,3,4,2,23,1,14,0.435,0.4,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,1,1,0,18,0,7,0.167,0.75,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
11,2,4,1,5,0,11,1.6,0.917,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,2,8,2,28,0,13,0.429,0.071,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,0,5,0,29,0,2,0.172,5.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,1,5,2,9,1,4,0.778,0.4,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
12,1,7,0,21,0,4,0.429,2.4,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
17,0,7,1,18,1,14,0.389,1.133,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
19,1,6,2,15,0,14,0.533,1.267,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
2,3,0,2,16,0,11,0.375,0.167,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
16,0,1,0,29,0,0,0.034,16.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
10,0,6,2,9,1,9,0.667,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
15,4,0,1,5,0,2,1.6,5.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,4,3,0,20,0,0,0.55,1.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
1,4,2,0,4,0,2,2.5,0.333,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
5,5,2,2,12,1,15,1.0,0.312,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
6,4,2,2,24,1,1,0.417,3.0,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
3,4,2,0,4,0,6,2.5,0.429,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
