student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S21629,9,7,2,1,12,0.75,1,6,0.146,Engaging in immoral conduct,1
S21630,5,3,2,0,9,0.85,1,23,0.019,Membership in fraternities,1
S21631,5,3,2,0,9,0.85,1,10,0.168,Membership in fraternities,1
S21632,5,4,1,0,8,0.81,1,23,0.036,Cheating in examinations,0
S21633,3,0,3,1,8,0.28,0,39,0.555,Littering the campus,0
S21634,2,0,2,2,5,0.37,0,118,0.783,Unexcused tardiness/absence from class,0
S21635,4,2,2,2,9,0.75,1,0,0.181,Stealing property,1
S21636,3,3,0,0,6,0.81,1,16,0.073,Gross disrespect to authority,1
S21637,3,1,2,1,6,0.35,0,159,0.679,Unexcused tardiness/absence from class,1
S21638,1,0,1,0,3,0.27,0,214,0.663,Littering the campus,0
S21639,7,7,0,0,9,0.77,1,27,0.049,Membership in fraternities,1
S21640,3,3,0,3,9,0.76,1,20,0.065,Forgery,0
S21641,3,2,1,3,10,0.98,1,5,0.016,Extortion,0
S21642,3,1,2,0,6,0.18,0,167,0.861,Littering the campus,0
S21643,8,7,1,3,13,0.94,1,24,0.179,Forgery,0
S21644,4,4,0,2,10,0.95,1,6,0.128,Gross disrespect to authority,1
S21645,6,5,1,3,15,0.93,1,6,0.11,Bullying,1
S21646,1,0,1,1,6,0.16,0,235,0.646,Unexcused tardiness/absence from class,0
S21647,6,6,0,0,8,0.93,1,9,0.083,Engaging in immoral conduct,1
S21648,4,2,2,1,11,0.86,1,18,0.047,Cheating in examinations,0
S21649,6,6,0,2,14,0.99,1,19,0.162,Gross disrespect to authority,1
S21650,9,7,2,3,14,0.75,1,15,0.202,Membership in fraternities,1
S21651,3,3,0,0,7,0.72,1,12,0.234,Engaging in gambling,1
S21652,3,2,1,1,7,0.8,1,2,0.114,Engaging in immoral conduct,0
S21653,2,1,1,0,5,0.29,0,121,0.511,Use of foul language,0
S21654,9,7,2,3,15,0.73,1,26,0.058,Extortion,1
S21655,9,7,2,0,11,0.76,1,20,0.128,Forgery,1
S21656,8,7,1,0,10,0.95,1,7,0.1,Vandalism,1
S21657,4,2,2,2,10,0.9,1,4,0.066,Engaging in gambling,1
S21658,0,0,0,2,6,0.38,0,243,0.676,Use of foul language,0
S21659,3,2,1,3,11,0.9,1,0,0.061,Extortion,1
S21660,8,7,1,0,11,0.83,1,4,0.182,Extortion,1
S21661,2,0,2,1,7,0.11,0,233,0.62,Littering the campus,0
S21662,4,1,3,0,8,0.32,0,90,0.551,Littering the campus,0
S21663,5,3,2,1,10,0.94,1,14,0.065,Vandalism,1
S21664,6,6,0,1,13,0.87,1,6,0.094,Engaging in immoral conduct,1
S21665,7,5,2,0,11,0.85,1,16,0.075,Extortion,1
S21666,6,6,0,3,11,0.88,1,6,0.146,Smoking/Vaping,1
S21667,5,5,0,2,11,0.71,1,14,0.132,Stealing property,1
S21668,4,4,0,0,7,0.98,1,15,0.135,Forgery,1
S21669,3,0,3,0,5,0.16,0,101,0.855,Use of foul language,0
S21670,3,3,0,0,7,0.8,1,21,0.161,Bullying,1
S21671,3,1,2,2,7,0.34,0,79,0.818,Use of foul language,0
S21672,4,2,2,1,11,0.89,1,12,0.058,Vandalism,1
S21673,4,3,1,1,9,0.77,1,22,0.085,Extortion,1
S21674,0,0,0,0,1,0.24,0,78,0.714,Wearing inappropriate/incomplete uniform,1
S21675,1,1,0,2,6,0.37,0,166,0.596,Littering the campus,0
S21676,5,4,1,2,11,0.96,1,25,0.094,Stealing property,1
S21677,3,0,3,2,9,0.23,0,34,0.886,Unexcused tardiness/absence from class,0
S21678,2,0,2,0,5,0.15,0,239,0.53,Littering the campus,0
S21679,9,7,2,0,12,0.71,1,24,0.03,Vandalism,1
S21680,4,1,3,0,7,0.23,0,84,0.731,Littering the campus,0
S21681,5,3,2,3,10,0.78,1,4,0.249,Membership in fraternities,1
S21682,2,0,2,1,6,0.36,0,99,0.524,Unexcused tardiness/absence from class,1
S21683,2,1,1,2,7,0.23,0,124,0.618,Unexcused tardiness/absence from class,0
S21684,2,2,0,2,6,0.78,1,7,0.198,Forgery,1
S21685,1,0,1,0,2,0.18,0,53,0.703,Use of foul language,0
S21686,8,7,1,2,13,1.0,1,27,0.072,Smoking/Vaping,1
S21687,5,3,2,2,13,0.94,1,30,0.042,Stealing property,0
S21688,9,7,2,3,15,0.93,1,4,0.021,Bullying,1
S21689,5,5,0,1,9,0.74,1,15,0.171,Cheating in examinations,0
S21690,4,3,1,2,8,0.78,1,5,0.241,Engaging in gambling,1
S21691,1,0,1,2,5,0.32,0,178,0.763,Unexcused tardiness/absence from class,0
S21692,4,4,0,1,7,0.71,1,15,0.207,Smoking/Vaping,0
S21693,3,3,0,0,9,0.9,1,16,0.115,Stealing property,1
S21694,3,1,2,1,8,0.26,0,180,0.537,Use of foul language,1
S21695,1,1,0,0,2,0.2,0,155,0.71,Littering the campus,0
S21696,2,2,0,1,6,0.9,1,8,0.19,Gross disrespect to authority,1
S21697,2,2,0,2,6,0.9,1,23,0.169,Bullying,1
S21698,5,5,0,1,9,0.85,1,30,0.168,Engaging in gambling,1
S21699,0,0,0,2,3,0.28,0,247,0.788,Wearing inappropriate/incomplete uniform,0
S21700,2,0,2,0,6,0.26,0,199,0.587,Public display of affection,0
S21701,6,5,1,3,11,0.86,1,15,0.248,Forgery,1
S21702,7,5,2,3,15,0.94,1,10,0.179,Vandalism,1
S21703,6,4,2,2,14,0.81,1,20,0.068,Vandalism,1
S21704,6,5,1,2,14,0.9,1,9,0.002,Membership in fraternities,1
S21705,3,3,0,2,8,0.83,1,19,0.116,Forgery,1
S21706,8,7,1,3,14,0.92,1,10,0.066,Extortion,1
S21707,7,5,2,2,15,0.76,1,3,0.103,Engaging in gambling,0
S21708,2,0,2,2,5,0.33,0,56,0.876,Littering the campus,1
S21709,4,4,0,0,7,0.78,1,29,0.223,Stealing property,0
S21710,8,6,2,3,13,0.95,1,6,0.012,Engaging in immoral conduct,1
S21711,5,4,1,2,10,0.72,1,5,0.146,Smoking/Vaping,1
S21712,8,6,2,0,12,0.82,1,26,0.238,Bullying,1
S21713,3,0,3,1,5,0.16,0,39,0.646,Littering the campus,0
S21714,9,7,2,1,15,0.78,1,12,0.108,Cheating in examinations,1
S21715,4,3,1,3,11,0.97,1,9,0.239,Bullying,1
S21716,8,6,2,2,13,0.86,1,27,0.134,Stealing property,1
S21717,4,3,1,3,12,0.71,1,17,0.161,Engaging in immoral conduct,1
S21718,2,2,0,3,11,0.86,1,22,0.137,Vandalism,1
S21719,6,5,1,2,10,0.84,1,7,0.142,Engaging in gambling,1
S21720,1,0,1,0,4,0.38,0,144,0.705,Littering the campus,0
S21721,2,1,1,2,6,0.34,0,170,0.588,Unexcused tardiness/absence from class,0
S21722,2,0,2,2,8,0.4,0,153,0.801,Wearing inappropriate/incomplete uniform,0
S21723,5,5,0,2,9,0.77,1,4,0.057,Bullying,1
S21724,1,1,0,1,4,0.26,0,246,0.665,Littering the campus,0
S21725,2,1,1,1,5,0.14,0,145,0.825,Wearing inappropriate/incomplete uniform,0
S21726,4,1,3,0,7,0.25,0,144,0.572,Unexcused tardiness/absence from class,0
S21727,8,6,2,2,13,0.86,1,25,0.025,Smoking/Vaping,1
S21728,7,7,0,0,11,0.81,1,0,0.164,Vandalism,0
S21729,4,1,3,0,7,0.3,0,178,0.502,Public display of affection,0
S21730,6,4,2,2,12,0.71,1,9,0.189,Stealing property,1
S21731,7,7,0,1,13,0.75,1,29,0.135,Engaging in gambling,1
S21732,3,1,2,0,5,0.19,0,88,0.746,Public display of affection,0
S21733,1,1,0,2,6,0.3,0,54,0.801,Use of foul language,0
S21734,9,7,2,3,17,0.73,1,18,0.117,Engaging in immoral conduct,1
S21735,2,1,1,0,5,0.31,0,133,0.798,Use of foul language,0
S21736,0,0,0,2,5,0.36,0,35,0.614,Unexcused tardiness/absence from class,0
S21737,4,1,3,2,7,0.31,0,80,0.561,Use of foul language,1
S21738,4,4,0,0,8,0.75,1,22,0.2,Vandalism,1
S21739,6,6,0,3,14,0.87,1,12,0.042,Engaging in gambling,1
S21740,5,3,2,3,13,0.93,1,20,0.133,Forgery,1
S21741,3,1,2,1,5,0.37,0,231,0.547,Unexcused tardiness/absence from class,0
S21742,2,1,1,1,5,0.38,0,237,0.779,Unexcused tardiness/absence from class,0
S21743,6,5,1,2,12,0.82,1,30,0.129,Bullying,1
S21744,7,7,0,0,9,0.98,1,2,0.0,Extortion,1
S21745,5,4,1,3,14,0.98,1,21,0.155,Engaging in gambling,0
S21746,3,1,2,0,7,0.28,0,81,0.645,Littering the campus,0
S21747,5,4,1,1,11,0.84,1,3,0.105,Smoking/Vaping,0
S21748,4,2,2,2,9,0.97,1,13,0.14,Gross disrespect to authority,1
S21749,2,1,1,2,8,0.3,0,153,0.696,Littering the campus,1
S21750,4,3,1,1,11,0.95,1,21,0.027,Bullying,1
S21751,3,3,0,2,8,0.71,1,29,0.073,Stealing property,1
S21752,5,4,1,1,9,0.73,1,29,0.174,Cheating in examinations,0
S21753,2,2,0,3,11,0.97,1,5,0.118,Smoking/Vaping,1
S21754,0,0,0,0,2,0.22,0,157,0.764,Littering the campus,0
S21755,4,2,2,1,10,0.78,1,25,0.098,Vandalism,0
S21756,6,5,1,1,12,0.73,1,21,0.047,Engaging in immoral conduct,0
S21757,2,2,0,1,8,0.92,1,7,0.137,Cheating in examinations,1
S21758,5,5,0,1,12,0.95,1,18,0.017,Gross disrespect to authority,0
S21759,0,0,0,0,1,0.35,0,149,0.892,Wearing inappropriate/incomplete uniform,0
S21760,7,7,0,1,12,0.96,1,20,0.148,Smoking/Vaping,0
S21761,4,1,3,1,9,0.23,0,53,0.829,Use of foul language,0
S21762,5,3,2,0,8,1.0,1,15,0.135,Membership in fraternities,1
S21763,6,6,0,1,9,0.73,1,19,0.174,Vandalism,1
S21764,7,6,1,3,16,0.89,1,19,0.127,Vandalism,1
S21765,9,7,2,3,17,0.85,1,19,0.164,Membership in fraternities,1
S21766,3,0,3,0,5,0.3,0,222,0.82,Wearing inappropriate/incomplete uniform,0
S21767,1,0,1,2,6,0.32,0,196,0.53,Public display of affection,0
S21768,3,1,2,0,6,0.11,0,110,0.607,Littering the campus,0
S21769,7,7,0,1,10,0.91,1,14,0.127,Cheating in examinations,1
S21770,5,4,1,0,9,0.75,1,12,0.217,Smoking/Vaping,1
S21771,2,0,2,1,4,0.21,0,67,0.848,Unexcused tardiness/absence from class,0
S21772,3,0,3,1,6,0.28,0,60,0.752,Public display of affection,0
S21773,4,4,0,0,10,0.78,1,16,0.097,Cheating in examinations,1
S21774,4,1,3,2,10,0.22,0,213,0.669,Use of foul language,0
S21775,7,6,1,2,13,0.8,1,4,0.208,Engaging in gambling,1
S21776,1,0,1,2,4,0.21,0,31,0.765,Littering the campus,0
S21777,3,1,2,2,9,0.15,0,68,0.591,Littering the campus,0
S21778,6,4,2,0,12,0.84,1,14,0.201,Membership in fraternities,1
S21779,7,5,2,3,15,0.81,1,27,0.134,Vandalism,1
S21780,5,3,2,3,12,0.96,1,8,0.133,Bullying,1
S21781,7,7,0,2,15,0.79,1,5,0.222,Gross disrespect to authority,1
S21782,9,7,2,3,15,0.8,1,15,0.131,Membership in fraternities,1
S21783,3,2,1,0,5,0.72,1,3,0.035,Bullying,1
S21784,4,2,2,2,10,0.84,1,12,0.16,Gross disrespect to authority,1
S21785,8,7,1,2,15,0.84,1,4,0.145,Membership in fraternities,1
S21786,4,3,1,2,12,0.85,1,15,0.093,Gross disrespect to authority,1
S21787,7,6,1,0,10,0.87,1,23,0.099,Engaging in gambling,1
S21788,4,1,3,2,10,0.26,0,146,0.506,Unexcused tardiness/absence from class,0
S21789,1,1,0,0,5,0.38,0,32,0.771,Use of foul language,0
S21790,5,5,0,3,13,0.74,1,7,0.122,Membership in fraternities,1
S21791,5,4,1,0,11,0.95,1,30,0.214,Engaging in gambling,0
S21792,7,5,2,1,13,0.93,1,21,0.186,Stealing property,1
S21793,5,3,2,2,13,0.73,1,19,0.177,Cheating in examinations,1
S21794,9,7,2,3,18,0.8,1,7,0.059,Vandalism,1
S21795,5,3,2,2,10,0.95,1,18,0.121,Engaging in gambling,0
S21796,7,6,1,1,13,0.92,1,6,0.104,Cheating in examinations,1
S21797,7,6,1,3,13,0.87,1,16,0.242,Smoking/Vaping,1
S21798,2,2,0,3,9,0.72,1,0,0.227,Gross disrespect to authority,1
S21799,6,4,2,1,12,0.78,1,30,0.081,Cheating in examinations,1
S21800,5,3,2,2,13,0.94,1,14,0.119,Stealing property,1
S21801,2,1,1,2,8,0.28,0,79,0.536,Use of foul language,0
S21802,9,7,2,2,17,0.93,1,3,0.043,Cheating in examinations,1
S21803,5,3,2,3,13,0.84,1,2,0.236,Engaging in gambling,1
S21804,0,0,0,1,3,0.26,0,248,0.869,Littering the campus,0
S21805,9,7,2,2,15,0.98,1,25,0.131,Extortion,1
S21806,2,2,0,1,9,0.83,1,14,0.118,Stealing property,1
S21807,0,0,0,1,3,0.18,0,33,0.718,Wearing inappropriate/incomplete uniform,0
S21808,2,2,0,1,5,0.82,1,9,0.078,Engaging in gambling,0
S21809,0,0,0,1,4,0.39,0,113,0.708,Unexcused tardiness/absence from class,0
S21810,4,4,0,3,10,0.78,1,14,0.234,Extortion,1
S21811,6,6,0,2,10,0.79,1,28,0.072,Gross disrespect to authority,1
S21812,2,2,0,1,5,0.84,1,17,0.173,Gross disrespect to authority,1
S21813,5,3,2,1,12,0.9,1,24,0.093,Engaging in immoral conduct,1
S21814,4,1,3,0,6,0.3,0,209,0.596,Use of foul language,0
S21815,6,4,2,2,10,0.74,1,25,0.139,Gross disrespect to authority,0
S21816,6,6,0,3,14,0.74,1,11,0.056,Forgery,1
S21817,3,0,3,2,7,0.25,0,95,0.531,Public display of affection,0
S21818,8,7,1,3,15,0.87,1,23,0.17,Stealing property,1
S21819,2,1,1,1,4,0.37,0,92,0.846,Public display of affection,0
S21820,5,4,1,1,9,0.81,1,18,0.089,Forgery,1
S21821,4,4,0,2,10,0.7,1,8,0.135,Membership in fraternities,1
S21822,4,1,3,0,6,0.32,0,214,0.891,Littering the campus,0
S21823,6,6,0,0,10,0.94,1,13,0.221,Smoking/Vaping,1
S21824,7,5,2,1,14,0.91,1,15,0.183,Membership in fraternities,1
S21825,2,0,2,1,7,0.17,0,112,0.549,Unexcused tardiness/absence from class,0
S21826,4,1,3,2,9,0.21,0,133,0.784,Use of foul language,0
S21827,7,7,0,0,13,0.88,1,7,0.236,Bullying,1
S21828,3,3,0,0,7,0.99,1,29,0.174,Cheating in examinations,1
S21829,5,4,1,1,10,0.95,1,27,0.159,Forgery,1
S21830,2,1,1,0,4,0.35,0,241,0.732,Public display of affection,1
S21831,5,5,0,0,10,0.81,1,15,0.206,Stealing property,1
S21832,5,3,2,2,13,0.98,1,6,0.179,Vandalism,0
S21833,3,3,0,3,12,0.95,1,27,0.132,Extortion,1
S21834,3,0,3,2,7,0.27,0,78,0.642,Wearing inappropriate/incomplete uniform,0
S21835,4,2,2,3,10,0.82,1,0,0.03,Vandalism,1
S21836,3,2,1,1,7,0.94,1,17,0.107,Engaging in immoral conduct,1
S21837,5,5,0,0,9,0.78,1,25,0.026,Cheating in examinations,1
S21838,7,5,2,0,10,0.83,1,16,0.236,Gross disrespect to authority,1
S21839,7,5,2,1,13,0.79,1,3,0.184,Stealing property,1
S21840,2,0,2,0,4,0.31,0,234,0.531,Unexcused tardiness/absence from class,0
S21841,4,2,2,1,11,1.0,1,21,0.157,Membership in fraternities,1
S21842,5,4,1,0,11,0.73,1,21,0.054,Engaging in immoral conduct,0
S21843,5,5,0,2,12,0.81,1,18,0.163,Gross disrespect to authority,1
S21844,8,6,2,0,12,0.78,1,16,0.13,Forgery,1
S21845,3,2,1,0,6,0.88,1,5,0.088,Cheating in examinations,1
S21846,5,3,2,3,10,0.76,1,4,0.033,Vandalism,1
S21847,1,0,1,1,5,0.29,0,240,0.761,Littering the campus,0
S21848,4,4,0,1,7,0.76,1,20,0.233,Forgery,1
S21849,2,0,2,0,6,0.36,0,66,0.754,Littering the campus,0
S21850,6,6,0,0,10,0.99,1,23,0.213,Bullying,1
S21851,7,5,2,3,16,0.76,1,17,0.066,Engaging in gambling,1
S21852,2,1,1,2,6,0.13,0,107,0.89,Littering the campus,0
S21853,3,3,0,2,9,0.85,1,3,0.116,Stealing property,1
S21854,5,4,1,2,11,0.8,1,14,0.111,Membership in fraternities,1
S21855,4,1,3,0,5,0.26,0,45,0.622,Littering the campus,0
S21856,4,4,0,2,9,0.96,1,6,0.101,Engaging in gambling,1
S21857,6,4,2,0,9,0.99,1,10,0.147,Gross disrespect to authority,1
S21858,6,4,2,2,12,0.82,1,3,0.044,Membership in fraternities,1
S21859,6,4,2,2,10,0.9,1,23,0.015,Engaging in gambling,0
S21860,7,7,0,1,11,0.93,1,5,0.208,Gross disrespect to authority,1
S21861,4,4,0,3,12,0.91,1,19,0.036,Bullying,0
S21862,4,4,0,0,10,0.8,1,4,0.247,Bullying,1
S21863,4,4,0,2,12,0.78,1,8,0.06,Bullying,1
S21864,7,6,1,2,11,0.77,1,28,0.076,Smoking/Vaping,0
S21865,7,6,1,2,14,0.71,1,13,0.022,Smoking/Vaping,1
S21866,2,0,2,2,7,0.39,0,202,0.645,Use of foul language,0
S21867,3,0,3,0,4,0.33,0,112,0.531,Unexcused tardiness/absence from class,0
S21868,9,7,2,3,17,0.83,1,7,0.192,Engaging in immoral conduct,1
S21869,6,5,1,2,13,0.77,1,24,0.087,Membership in fraternities,0
S21870,5,5,0,0,8,0.77,1,3,0.028,Gross disrespect to authority,1
S21871,8,7,1,0,11,0.92,1,16,0.16,Cheating in examinations,1
S21872,4,3,1,0,9,0.71,1,15,0.001,Gross disrespect to authority,1
S21873,0,0,0,0,3,0.11,0,133,0.606,Unexcused tardiness/absence from class,0
S21874,3,3,0,0,9,0.88,1,17,0.186,Engaging in gambling,1
S21875,1,0,1,1,3,0.23,0,72,0.515,Littering the campus,0
S21876,8,6,2,1,15,0.94,1,30,0.03,Cheating in examinations,1
S21877,3,3,0,3,9,0.97,1,10,0.164,Gross disrespect to authority,1
S21878,7,6,1,3,16,0.87,1,1,0.032,Smoking/Vaping,1
S21879,2,2,0,3,8,0.85,1,5,0.029,Cheating in examinations,1
S21880,2,2,0,1,9,0.99,1,29,0.039,Membership in fraternities,1
S21881,7,7,0,2,11,0.71,1,19,0.12,Gross disrespect to authority,1
S21882,7,6,1,1,11,0.93,1,0,0.223,Bullying,1
S21883,2,0,2,0,5,0.3,0,205,0.636,Use of foul language,0
S21884,6,6,0,0,9,0.94,1,16,0.238,Stealing property,1
S21885,6,4,2,0,11,0.98,1,30,0.051,Bullying,0
S21886,4,3,1,1,8,0.91,1,17,0.142,Engaging in immoral conduct,1
S21887,3,3,0,2,9,0.99,1,28,0.141,Membership in fraternities,1
S21888,1,1,0,1,6,0.34,0,223,0.762,Wearing inappropriate/incomplete uniform,0
S21889,4,3,1,3,11,0.93,1,23,0.025,Forgery,1
S21890,4,3,1,0,6,0.86,1,19,0.246,Engaging in gambling,1
S21891,2,0,2,2,8,0.1,0,66,0.709,Littering the campus,0
S21892,4,2,2,0,7,0.94,1,30,0.247,Smoking/Vaping,1
S21893,2,0,2,0,4,0.34,0,201,0.598,Unexcused tardiness/absence from class,0
S21894,4,2,2,3,13,0.92,1,8,0.109,Engaging in immoral conduct,1
S21895,6,5,1,1,9,0.89,1,14,0.175,Forgery,1
S21896,7,7,0,2,12,0.91,1,7,0.072,Smoking/Vaping,1
S21897,1,1,0,2,6,0.23,0,78,0.557,Unexcused tardiness/absence from class,0
S21898,4,3,1,1,8,0.97,1,24,0.174,Smoking/Vaping,1
S21899,5,3,2,2,10,0.99,1,10,0.243,Forgery,1
S21900,4,3,1,2,11,0.85,1,27,0.006,Cheating in examinations,1
S21901,5,5,0,1,12,0.96,1,0,0.089,Cheating in examinations,1
S21902,5,4,1,3,14,0.98,1,22,0.157,Cheating in examinations,1
S21903,7,7,0,3,12,0.78,1,27,0.023,Engaging in immoral conduct,0
S21904,4,2,2,2,8,0.75,1,5,0.174,Vandalism,0
S21905,3,0,3,0,7,0.31,0,61,0.633,Use of foul language,0
S21906,6,6,0,3,15,0.78,1,7,0.089,Engaging in gambling,0
S21907,3,0,3,0,5,0.29,0,49,0.625,Public display of affection,0
S21908,4,2,2,3,11,0.7,1,21,0.047,Stealing property,1
S21909,4,2,2,0,9,0.93,1,6,0.011,Smoking/Vaping,1
S21910,6,4,2,3,15,0.77,1,4,0.208,Stealing property,1
S21911,4,3,1,2,11,0.87,1,16,0.21,Vandalism,1
S21912,4,2,2,0,10,0.99,1,14,0.207,Cheating in examinations,1
S21913,4,3,1,1,11,0.76,1,26,0.235,Cheating in examinations,0
S21914,7,6,1,3,15,0.95,1,24,0.055,Engaging in immoral conduct,1
S21915,5,5,0,3,12,0.75,1,20,0.21,Cheating in examinations,1
S21916,4,2,2,0,10,0.83,1,11,0.223,Smoking/Vaping,0
S21917,4,2,2,3,12,0.78,1,3,0.105,Stealing property,1
S21918,2,1,1,2,7,0.23,0,238,0.787,Unexcused tardiness/absence from class,0
S21919,1,0,1,0,5,0.22,0,209,0.829,Unexcused tardiness/absence from class,0
S21920,1,1,0,1,3,0.14,0,145,0.651,Use of foul language,0
S21921,3,2,1,3,12,0.9,1,8,0.044,Bullying,1
S21922,3,2,1,1,10,0.77,1,18,0.091,Engaging in gambling,0
S21923,5,5,0,3,11,0.83,1,0,0.175,Forgery,1
S21924,0,0,0,1,3,0.37,0,88,0.517,Littering the campus,0
S21925,5,3,2,2,9,0.88,1,25,0.125,Extortion,1
S21926,7,7,0,1,13,0.86,1,26,0.149,Stealing property,1
S21927,0,0,0,0,2,0.32,0,82,0.552,Public display of affection,0
S21928,2,1,1,2,6,0.37,0,110,0.661,Use of foul language,0
S21929,4,2,2,1,7,0.87,1,21,0.056,Engaging in gambling,0
S21930,5,5,0,0,8,0.82,1,9,0.127,Membership in fraternities,1
S21931,5,3,2,2,9,0.91,1,1,0.243,Cheating in examinations,0
S21932,4,2,2,0,7,0.82,1,16,0.2,Forgery,1
S21933,1,1,0,2,5,0.17,0,82,0.736,Wearing inappropriate/incomplete uniform,0
S21934,9,7,2,3,18,0.78,1,4,0.174,Cheating in examinations,1
S21935,5,5,0,0,7,0.83,1,18,0.149,Extortion,0
S21936,7,5,2,2,12,0.94,1,15,0.198,Gross disrespect to authority,1
S21937,3,2,1,0,8,0.83,1,2,0.25,Gross disrespect to authority,1
S21938,1,1,0,1,6,0.13,0,180,0.675,Unexcused tardiness/absence from class,0
S21939,7,7,0,3,15,0.97,1,9,0.035,Cheating in examinations,1
S21940,6,5,1,3,15,0.94,1,9,0.146,Membership in fraternities,1
S21941,2,2,0,2,7,0.8,1,14,0.191,Smoking/Vaping,1
S21942,2,2,0,2,10,0.9,1,23,0.014,Stealing property,1
S21943,7,7,0,2,11,0.74,1,20,0.225,Bullying,1
S21944,4,3,1,3,9,0.91,1,25,0.133,Forgery,0
S21945,5,5,0,2,11,0.98,1,20,0.05,Stealing property,0
S21946,3,1,2,2,6,0.22,0,54,0.574,Use of foul language,0
S21947,3,2,1,1,9,0.73,1,13,0.216,Smoking/Vaping,1
S21948,0,0,0,1,2,0.34,0,177,0.634,Unexcused tardiness/absence from class,0
S21949,4,4,0,1,11,0.85,1,29,0.194,Forgery,1
S21950,3,1,2,0,6,0.31,0,208,0.577,Wearing inappropriate/incomplete uniform,1
S21951,5,5,0,1,12,0.88,1,6,0.122,Engaging in immoral conduct,1
S21952,5,5,0,2,12,0.94,1,7,0.166,Stealing property,1
S21953,5,4,1,1,8,0.97,1,25,0.233,Membership in fraternities,1
S21954,5,5,0,1,10,0.9,1,7,0.149,Engaging in gambling,1
S21955,1,0,1,0,5,0.25,0,228,0.714,Unexcused tardiness/absence from class,0
S21956,7,7,0,0,12,0.98,1,24,0.05,Extortion,1
S21957,9,7,2,2,13,0.86,1,27,0.094,Bullying,1
S21958,3,1,2,2,8,0.22,0,151,0.731,Wearing inappropriate/incomplete uniform,0
S21959,5,4,1,0,11,0.81,1,6,0.134,Forgery,1
S21960,3,2,1,1,9,0.91,1,24,0.221,Engaging in gambling,1
S21961,5,3,2,0,9,0.88,1,15,0.17,Membership in fraternities,1
S21962,3,0,3,1,6,0.25,0,209,0.677,Use of foul language,0
S21963,8,6,2,1,15,0.75,1,3,0.23,Vandalism,1
S21964,5,3,2,3,13,0.77,1,3,0.129,Forgery,1
S21965,2,2,0,2,7,0.93,1,11,0.246,Engaging in gambling,1
S21966,7,7,0,2,11,0.79,1,16,0.164,Bullying,1
S21967,5,4,1,1,12,0.77,1,16,0.211,Membership in fraternities,1
S21968,3,2,1,3,10,0.78,1,7,0.219,Cheating in examinations,0
S21969,3,2,1,0,7,0.72,1,3,0.095,Vandalism,1
S21970,3,0,3,1,7,0.13,0,228,0.592,Littering the campus,0
S21971,9,7,2,2,13,0.95,1,18,0.24,Forgery,1
S21972,3,0,3,1,7,0.14,0,44,0.547,Littering the campus,0
S21973,4,3,1,2,12,0.76,1,13,0.117,Smoking/Vaping,1
S21974,8,6,2,2,14,0.91,1,30,0.05,Engaging in immoral conduct,1
S21975,3,3,0,3,10,0.7,1,1,0.139,Gross disrespect to authority,1
S21976,5,4,1,2,13,0.75,1,2,0.078,Cheating in examinations,1
S21977,7,7,0,2,15,0.97,1,5,0.213,Gross disrespect to authority,1
S21978,5,3,2,1,9,0.79,1,19,0.214,Bullying,1
S21979,2,2,0,1,6,0.72,1,1,0.242,Engaging in immoral conduct,1
S21980,3,0,3,2,6,0.13,0,68,0.769,Wearing inappropriate/incomplete uniform,0
S21981,2,0,2,1,6,0.22,0,82,0.765,Wearing inappropriate/incomplete uniform,0
S21982,8,7,1,3,14,0.98,1,11,0.241,Forgery,1
S21983,7,6,1,3,16,0.85,1,13,0.2,Smoking/Vaping,1
S21984,4,2,2,1,8,0.97,1,4,0.182,Engaging in gambling,1
S21985,9,7,2,3,14,0.94,1,9,0.182,Vandalism,0
S21986,7,7,0,3,12,0.83,1,3,0.081,Membership in fraternities,1
S21987,0,0,0,2,6,0.15,0,209,0.716,Wearing inappropriate/incomplete uniform,0
S21988,5,3,2,3,13,0.9,1,9,0.214,Membership in fraternities,1
S21989,9,7,2,1,15,0.82,1,27,0.238,Forgery,1
S21990,1,0,1,1,5,0.25,0,92,0.601,Littering the campus,0
S21991,4,4,0,3,12,0.9,1,13,0.159,Smoking/Vaping,1
S21992,4,2,2,2,11,0.81,1,4,0.081,Engaging in immoral conduct,1
S21993,4,3,1,0,6,0.78,1,28,0.141,Cheating in examinations,0
S21994,3,3,0,3,12,0.97,1,25,0.019,Vandalism,1
S21995,2,1,1,2,8,0.38,0,244,0.524,Use of foul language,0
S21996,9,7,2,1,14,0.77,1,12,0.049,Bullying,1
S21997,9,7,2,0,15,0.77,1,27,0.02,Membership in fraternities,1
S21998,8,6,2,1,13,0.77,1,10,0.008,Bullying,1
S21999,7,5,2,1,14,0.93,1,11,0.1,Cheating in examinations,1
S22000,1,0,1,2,4,0.32,0,197,0.679,Public display of affection,0
S22001,8,6,2,2,14,0.76,1,6,0.236,Membership in fraternities,1
S22002,6,5,1,3,11,0.74,1,29,0.08,Membership in fraternities,1
S22003,1,0,1,2,5,0.29,0,230,0.535,Littering the campus,0
S22004,4,3,1,1,7,0.76,1,10,0.187,Stealing property,1
S22005,4,4,0,3,10,0.85,1,17,0.073,Membership in fraternities,1
S22006,4,3,1,3,11,0.91,1,21,0.05,Extortion,1
S22007,6,5,1,2,12,0.95,1,23,0.084,Cheating in examinations,1
