student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S13144,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,2,2,6,0,0.395,1,0,0.091
S13145,Leaving the classroom without permission during class hour and school activity,5,2,2,0,5,1,0.423,1,2,0.273
S13146,Wilful and malicious damage of the property of any member of school community,2,0,2,1,5,1,0.061,0,0,0.125
S13147,Wilful and malicious damage of the property of any member of school community,2,2,0,0,4,1,0.545,1,0,0.143
S13148,Cybersecurity breach (plagiarism),3,3,0,2,7,1,0.523,1,3,0.364
S13149,Leaving the classroom without permission during class hour and school activity,6,1,0,0,8,1,0.396,0,1,0.133
S13150,"Cheating in examinations, projects, case reports and research papers of others",3,1,1,1,6,1,0.192,0,2,0.3
S13151,"Vandalism, destruction of school properties",4,2,1,0,4,1,0.443,0,0,0.111
S13152,"Cheating in examinations, projects, case reports and research papers of others",3,1,0,0,4,1,0.353,0,6,0.875
S13153,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,1,1,1,0,3,1,0.436,0,2,0.6
S13154,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,4,0,0,7,1,0.763,0,0,0.077
S13155,Recruitment and/or membership in sororities and fraternities,7,0,2,0,7,1,0.304,1,0,0.067
S13156,Leaving the classroom without permission during class hour and school activity,7,3,1,0,7,1,0.63,1,1,0.133
S13157,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,4,1,0,3,1,0.404,1,3,0.667
S13158,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,1,1,2,6,0,0.356,0,4,0.5
S13159,Forgery,2,2,1,0,3,1,0.365,0,3,0.667
S13160,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",1,1,1,1,3,1,0.184,0,0,0.2
S13161,Bringing outsiders to school for improper purpose,0,0,0,1,2,1,0.352,0,2,1.0
S13162,Bringing dishonor to the name of school,5,1,0,1,6,1,0.168,1,0,0.083
S13163,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",7,1,0,1,8,0,0.44,0,0,0.062
S13164,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,2,1,1,8,1,0.42,1,0,0.067
S13165,Promoting or participating in immoral/indecent conduct on or off campus,2,1,2,2,6,1,0.455,0,0,0.111
S13166,"A student caught lending, borrowing, using another person’s ID/SSP",7,0,1,0,8,0,0.235,1,0,0.062
S13167,Pushing of prohibited drugs,0,1,0,0,2,1,0.171,0,7,2.667
S13168,Verbal or physical altercation between students or group of students,8,3,2,0,9,1,0.471,1,0,0.056
S13169,Colored dyed color/hair/beard,7,0,4,0,9,0,0.46,1,0,0.059
S13170,Using another person's identity,0,1,0,0,1,1,0.338,0,4,2.5
S13171,Forgery,4,4,0,0,6,1,0.512,0,5,0.545
S13172,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",4,0,3,1,7,0,0.258,1,0,0.083
S13173,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",2,0,1,1,5,1,0.149,1,0,0.125
S13174,Indecency in media,4,1,0,0,4,0,0.116,0,2,0.333
S13175,Posting below or circulating destructive language or signs in the internet or through multimedia,3,4,0,1,5,1,0.687,0,1,0.222
S13176,Shoplifting,5,0,0,1,6,1,0.53,1,0,0.083
S13177,Leaving the classroom without permission during class hour and school activity,2,2,1,1,5,1,0.288,0,7,1.0
S13178,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,2,0,1,4,1,0.617,0,5,0.857
S13179,Placing of stickers and other objects on school ID,4,0,1,0,6,0,0.362,1,0,0.091
S13180,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,2,1,0,1,3,1,0.147,0,7,1.333
S13181,Jumping over the fence,6,1,1,2,8,1,0.621,1,0,0.067
S13182,Public display of affection in any places inside the campus or in social media,2,0,3,1,3,0,0.104,0,5,1.0
S13183,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,1,0,1,7,0,0.044,0,0,0.071
S13184,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",2,1,0,2,5,1,0.344,0,0,0.125
S13185,"Wearing of scarves, patches, caps",3,1,4,2,6,0,0.512,0,0,0.1
S13186,Bringing dishonor to the name of school,5,1,0,0,5,1,0.321,0,0,0.091
S13187,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,0,2,1,5,0,0.131,0,0,0.111
S13188,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),1,0,0,1,2,1,0.016,0,4,1.25
S13189,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,0,0,0,4,1,0.332,0,2,0.375
S13190,Cybersecurity breach (plagiarism),5,2,1,0,5,1,0.318,1,0,0.091
S13191,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",7,1,0,0,8,0,0.299,1,0,0.062
S13192,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",1,1,1,0,1,1,0.277,0,7,2.667
S13193,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",4,0,1,1,5,0,0.113,0,0,0.1
S13194,Indecency in media,4,1,1,2,7,0,0.328,1,0,0.083
S13195,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,1,1,0,6,0,0.205,0,0,0.077
S13196,Unauthorized use of information,3,2,2,0,3,1,0.601,1,4,0.714
S13197,"Cheating in examinations, projects, case reports and research papers of others",2,1,1,0,3,1,0.11,1,2,0.5
S13198,Gaining access to the school computer or computer network,2,3,0,1,4,1,0.388,1,1,0.286
S13199,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,4,1,6,0,0.414,1,2,0.25
S13200,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,1,2,1,7,1,0.431,1,0,0.077
S13201,"Purchase, sale or distribution of alcoholic beverages or cigarettes",0,0,2,0,1,1,0.173,0,4,2.5
S13202,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,5,0,2,1,7,0,0.557,1,0,0.077
S13203,Unauthorized use of information,4,1,2,0,5,1,0.298,1,3,0.4
S13204,"Forging signatures of school authorities, parents, guardians or students",5,3,2,1,8,1,0.458,0,2,0.214
S13205,Leaving the classroom without permission during class hour and school activity,1,2,2,1,4,1,0.388,0,4,0.833
S13206,Colored dyed color/hair/beard,3,1,0,1,6,0,0.214,1,4,0.5
S13207,Real acts of threat (major/minor) that constitute incompatibility,4,4,0,0,5,1,0.514,1,5,0.6
S13208,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",2,4,0,0,4,1,0.489,0,2,0.429
S13209,"Introduction of improper, foul or indecent language or gesture",2,2,1,1,3,1,0.425,0,3,0.667
S13210,Bringing dishonor to the name of school,7,1,1,1,10,1,0.579,0,0,0.056
S13211,Promoting or participating in immoral/indecent conduct on or off campus,3,2,2,0,3,1,0.45,1,4,0.714
S13212,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,3,0,4,1,6,0,0.229,0,1,0.2
S13213,Cybersecurity breach (plagiarism),1,0,1,2,5,1,0.378,0,5,0.857
S13214,Pushing of prohibited drugs,2,1,0,1,3,1,0.078,0,7,1.333
S13215,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,0,1,0,8,1,0.295,0,0,0.067
S13216,"Wearing of scarves, patches, caps",5,0,2,0,5,0,0.351,0,0,0.091
S13217,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",3,0,2,0,3,0,0.336,1,4,0.714
S13218,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",2,1,0,0,3,1,0.176,0,0,0.167
S13219,"Wearing of scarves, patches, caps",4,0,0,0,6,0,0.293,1,4,0.455
S13220,Recruitment and/or membership in sororities and fraternities,5,1,0,0,7,1,0.371,1,2,0.231
S13221,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,2,1,8,0,0.243,0,0,0.071
S13222,Forgery,4,4,1,1,7,1,0.592,1,1,0.167
S13223,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,1,1,1,7,0,0.138,1,3,0.308
S13224,"Falsification of official documents, test papers, clearances and confidential",1,4,0,2,5,1,0.521,1,5,0.857
S13225,Colored dyed color/hair/beard,2,0,2,0,3,0,0.382,0,5,1.0
S13226,Verbal or physical altercation between students or group of students,2,2,0,0,2,1,0.653,0,5,1.2
S13227,Lending/borrowing school ID as pass/for gate access,7,2,1,0,8,1,0.266,1,0,0.062
S13228,Students/fellow students - Physically,6,0,0,1,9,1,0.382,1,1,0.125
S13229,Recruitment and/or membership in sororities and fraternities,2,2,0,0,4,1,0.444,0,5,0.857
S13230,Indecency in media,1,0,2,1,4,0,0.394,0,0,0.167
S13231,Promoting or participating in immoral/indecent conduct on or off campus,1,3,0,0,1,1,0.47,0,8,3.0
S13232,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",6,0,1,0,8,0,0.137,1,1,0.133
S13233,"Falsification of official documents, test papers, clearances and confidential",3,0,0,0,5,1,0.208,0,4,0.556
S13234,"Cheating in examinations, projects, case reports and research papers of others",3,3,0,0,3,1,0.347,0,0,0.143
S13235,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",0,1,0,0,2,0,0.045,0,9,3.333
S13236,Recruitment and/or membership in sororities and fraternities,3,3,0,1,5,1,0.43,1,6,0.778
S13237,Conviction for a criminal offense by the administrator's judgment,7,1,0,2,11,1,0.296,1,0,0.053
S13238,Unauthorized use of information,3,0,2,1,5,1,0.529,1,4,0.556
S13239,Verbal or physical altercation between students or group of students,4,2,1,2,6,1,0.301,1,0,0.091
S13240,"A student caught lending, borrowing, using another person’s ID/SSP",4,0,0,1,6,0,0.204,0,4,0.455
S13241,"Vandalism, destruction of school properties",5,2,0,0,6,1,0.256,0,2,0.25
S13242,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",3,2,2,0,3,1,0.233,0,0,0.143
S13243,"Purchase, sale or distribution of alcoholic beverages or cigarettes",0,1,0,2,4,1,0.134,0,9,2.0
S13244,Shoplifting,5,3,1,0,6,1,0.441,1,2,0.25
S13245,Using another person's identity,4,1,2,0,6,1,0.249,1,5,0.545
S13246,Assault fellow students,0,0,1,2,4,1,0.262,0,5,1.2
S13247,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",8,0,2,1,10,0,0.266,1,0,0.053
S13248,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,2,0,0,2,6,1,0.244,0,0,0.111
S13249,Unauthorized use of information,2,2,0,0,4,1,0.397,1,1,0.286
S13250,"Grave threat on any student, personnel or administrator",3,0,1,1,4,1,0.303,1,0,0.125
S13251,Leaving the classroom without permission during class hour and school activity,5,4,1,1,6,1,0.524,0,1,0.167
S13252,Forgery,2,2,0,0,2,1,0.444,0,4,1.0
S13253,Assault fellow students,2,0,0,2,5,1,0.3,1,7,1.0
S13254,"Cheating in examinations, projects, case reports and research papers of others",0,1,0,0,2,1,0.445,0,9,3.333
S13255,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",2,1,0,0,2,1,0.275,0,4,1.0
S13256,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",3,1,2,0,3,0,0.487,1,0,0.143
S13257,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,0,0,0,4,1,0.462,0,7,1.143
S13258,"Engaging outside marriage, obscene and immoral conduct in and off campus",6,0,0,0,8,1,0.355,1,0,0.067
S13259,"A student caught lending, borrowing, using another person’s ID/SSP",3,1,3,2,5,0,0.419,0,0,0.111
S13260,"Wearing of scarves, patches, caps",0,0,0,0,1,0,0.093,0,2,1.5
S13261,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,0,0,2,1,0.052,1,8,2.25
S13262,"Wearing of scarves, patches, caps",3,0,0,2,7,0,0.183,1,0,0.091
S13263,Gaining access to the school computer or computer network,2,3,1,0,3,1,0.566,1,3,0.667
S13264,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",4,3,0,1,7,1,0.433,1,5,0.5
S13265,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,3,1,1,4,1,0.428,1,0,0.125
S13266,"Introduction of improper, foul or indecent language or gesture",0,3,0,0,1,1,0.541,1,9,5.0
S13267,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),3,1,0,0,3,1,0.222,0,0,0.143
S13268,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,6,1,1,0,6,0,0.102,1,0,0.077
S13269,Promoting or participating in immoral/indecent conduct on or off campus,4,1,0,0,4,1,0.435,1,0,0.111
S13270,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",2,0,2,1,3,0,0.239,0,1,0.333
S13271,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",4,2,0,0,6,1,0.396,1,0,0.091
S13272,"Littering the campus (candy wrappers, bottles, plastic materials)",4,1,2,0,6,0,0.325,1,0,0.091
S13273,Assault fellow students,0,3,1,1,3,1,0.468,0,7,2.0
S13274,Wilful and malicious damage of the property of any member of school community,6,0,0,0,8,1,0.269,1,0,0.067
S13275,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",0,2,0,0,1,1,0.399,0,8,4.5
S13276,Organizing of groups for purpose of destroying school properties,3,2,1,1,5,1,0.307,0,5,0.667
S13277,Using another person's identity,5,1,0,1,6,1,0.355,0,0,0.083
S13278,Bringing outsiders to school for improper purpose,4,0,0,1,6,1,0.11,0,0,0.091
S13279,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,3,0,0,6,1,0.608,0,4,0.455
S13280,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",1,1,0,1,2,0,0.086,1,3,1.0
S13281,Circulating destructive language and statement that is against the school through any platform,0,2,2,1,1,1,0.341,0,1,1.0
S13282,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,6,1,0,0,8,1,0.375,1,2,0.2
S13283,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,1,4,1,7,0,0.32,1,0,0.083
S13284,Using another person's identity,4,1,2,1,5,1,0.207,1,5,0.6
S13285,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,3,0,1,6,1,0.619,0,0,0.1
S13286,Bringing dishonor to the name of school,5,0,0,0,7,1,0.192,1,0,0.077
S13287,"Littering the campus (candy wrappers, bottles, plastic materials)",8,0,1,1,9,0,0.356,1,0,0.056
S13288,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",3,2,0,0,4,1,0.467,0,0,0.125
S13289,Unauthorized use of information,4,1,1,0,5,1,0.253,0,0,0.1
S13290,Membership in sororities and fraternities,1,1,1,1,2,1,0.142,0,5,1.5
S13291,Using another person's identity,3,2,2,0,4,1,0.49,1,0,0.125
S13292,Placing of stickers and other objects on school ID,4,1,1,0,6,0,0.239,1,0,0.091
S13293,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",8,0,1,1,9,1,0.36,1,0,0.056
S13294,Bringing outsiders to school during school function/activity,4,2,0,0,4,1,0.338,0,5,0.667
S13295,Conviction for a criminal offense by the administrator's judgment,2,2,0,1,3,1,0.222,0,6,1.167
S13296,Bringing outsiders to school for improper purpose,8,4,0,0,9,1,0.677,1,0,0.056
S13297,Bullying (Cyber or otherwise) Faculty members/personnel,7,2,0,2,9,1,0.524,1,0,0.059
S13298,Forgery,2,2,0,0,2,1,0.357,0,4,1.0
S13299,Lending/borrowing school ID as pass/for gate access,0,1,2,2,4,1,0.389,0,3,0.8
S13300,Bringing outsiders to school for improper purpose,1,4,1,1,3,1,0.505,1,1,0.4
S13301,"Forging signatures of school authorities, parents, guardians or students",4,0,0,0,5,1,0.219,1,3,0.4
S13302,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,3,1,0,3,1,0.347,1,2,0.429
S13303,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",2,1,1,2,4,0,0.233,1,5,0.857
S13304,"Forging signatures of school authorities, parents, guardians or students",3,3,2,0,5,1,0.733,0,2,0.333
